Date,LUMSTRUU,LT09STAT,WGBI,EMUSTRUU,TWEXB,SPGSCI_PM,SPGSCI_Gra,SPGSCI_O,LCB1TRUU,MSCI_EXUS,MSCI_EM,R1000,R200,FTSE_REIT,VIX,PUT,PUTY,CLL,BFLY,BXM,BXY,CLLZ
1994-04-30,-0.010050436413920472,-0.010510165548527083,-0.001511536766159144,-0.007504433250599327,-0.0020276704642981916,-0.0509721153858185,-0.006192524973463018,0.13433571426351693,-0.014056900042847395,0.03581394423578224,-0.025084726501897962,0.007901083146962022,0.002523996919603191,0.007463985697483437,0.5026676512724357,-0.045571624463129304,-0.03333921895669434,-0.04349096980291352,-0.0352013977009691,-0.04468504419360898,-0.054252828688395024,-0.03589809103676325
1994-05-31,0.0008040750635886192,-0.004357651372045306,-0.011952035044962122,0.05067314227676011,0.008052224813475591,0.025157773498697703,0.007594733592161557,0.10209915569064769,-0.007995783012836578,-0.009618150082776392,0.028338384874897954,0.006826331970658092,-0.01582452254703421,0.011951663336351509,-0.537130151101271,0.04006602436903277,0.030546782836810817,0.013777137080666265,0.030887093031407506,0.03854081810001417,0.04769283542470048,0.034231422028733596
1994-06-30,-0.005242811774826475,-0.005324716350473518,0.011249849332704323,-0.05819288541476346,-0.016220914065786823,-0.009874042834094657,-0.07615094197874046,0.08366724795158435,-0.0043096040074665845,0.007143719835072636,-0.032845977933291866,-0.03255713443726449,-0.038940482409839945,-0.026821844655722713,0.2784150947669976,-0.029265740983076747,-0.014017172590476417,-0.036533089786948976,-0.031696187449212425,-0.0400516578219196,-0.04423557731485219,-0.031287481681680135
1994-07-31,0.01702681608472967,0.015265848334065468,0.005134431142202539,0.02118246854755704,0.0024597044563777854,0.004584273335624013,-0.045010147275256186,0.07592993435062127,0.02537565216404312,0.006913692718299959,0.05704502693953932,0.0278832333041613,0.012479118949341044,-0.014796753085712263,-0.5136257704862407,0.041184454590489195,0.033299087361897586,0.029987831647777827,0.0315116226221088,0.046321318772388195,0.048874160451209736,0.030853523851524737
1994-08-31,-0.000520500698907949,-0.0034373615379870368,-0.007141174473134108,0.06421312556067534,-0.008259311085648416,-0.00016877182321600997,0.07716735067799414,-0.137722769861456,-0.0013542966033867204,0.019771137863349136,0.1123237964193667,0.034455748953370204,0.04905400861824346,-0.006915449398161199,0.19731959703304647,-0.008356916133853354,-0.008838321497043491,0.016524953662168183,-0.03688955316483476,-0.008448569134919565,0.008494014738696735,0.007702144780224664
1994-09-30,-0.01789715744254487,-0.017711425845384182,0.0036476613601824754,0.007589308324610878,-0.015609168132260303,0.014670961854270517,0.011401177138789433,0.03361415323601963,-0.02258471292052861,-0.034451057737568604,0.006866631494221689,-0.029318540136973374,-0.008336216483157263,-0.025705423548457486,-0.07410732873459445,-0.0010471921398228098,0.0003445525870498516,-0.014563873469545437,0.004466591368431361,-0.007387431995521285,-0.013750849218579008,-0.011635273809856923
1994-10-31,-0.004344456042284768,-0.004401014476669355,0.012133519264738133,-0.02482672251015817,-0.013165723391219327,-0.03785996191275068,-0.025974725964894505,-0.020567026650890153,-0.005107898960458943,0.025953348246449685,-0.023329208042933203,0.013304749934996179,-0.008783653680728526,-0.04681639061976098,-0.006869116141599688,0.01519010735470663,0.011415985253035285,0.018083194247980928,-0.00857604283932321,0.011909556031473516,0.023279303742073872,0.019767287117514968
1994-11-30,-0.006905560654387324,-0.0057795834231413636,-0.017624786772962135,0.0011513380220683498,0.013981933104012696,-0.015186890580643207,0.00843387112746248,-0.0049566608739480275,-0.004968342731950685,-0.05488171320640102,-0.05842711829183786,-0.04357730612443837,-0.04645114641398897,-0.046990509587862814,-0.06616668228742512,0.014151458042566838,0.013418122791069603,-0.01970814967456703,0.03331627061046638,0.009989461959849073,-0.008278029929554346,-0.01348248247562386
1994-12-31,0.0035469797917094216,0.001712083539951178,-0.0016366353279336325,-0.07563957697948556,0.03202330683377621,-0.0006618670244730213,0.02933453767871819,-0.022828572370362215,0.004263594666737764,0.001056776610169033,-0.08887758154630496,0.0072712257148309185,0.02036246590520665,0.062242159535973215,-0.17232795441740012,0.027554210404987244,0.012635814491906063,0.016368911765894986,0.0370196845068839,0.02441338034250012,0.026597055873520993,0.015556926571897747
1995-01-31,0.016987362704965852,0.014144389291752772,0.016558053509588895,-0.04452086849839402,0.006664636047420563,-0.024510827907280142,-0.049824699807832544,0.034539067982632544,0.017935982568478705,-0.045816679748238776,-0.11743706417051188,0.019690563606242103,-0.018014422921405468,-0.035988612246943,-0.2080757410264982,0.009169156178853687,0.0034858315123398684,0.01625240599139427,0.016327254222084264,0.02159141357611728,0.026164158086235848,0.022008200459597026
1995-02-28,0.0212247352405461,0.01713625972267538,0.02131475188214759,-0.0627247208473654,-0.013724915936412174,-0.005717928748730875,-0.021248740951370627,0.011500436326074424,0.024813246290228498,-0.006065582435333142,-0.031012913571160455,0.03321549472891097,0.03535087735659867,0.014086208043921512,0.13664383582296927,0.007123809169096085,0.00190669154268671,0.01618771827812117,-0.003488655379373429,0.01053551010128393,0.015690340281611242,0.01447794221534818
1995-03-31,0.00011261328017873364,0.0016785493692477007,0.05311427546117298,-0.029229006273913387,-0.02025529087839384,0.0499334334352865,0.002770902072485878,0.03522298387744862,0.00483879478727459,0.053847439779951725,-0.000649640031744129,0.018574285524537028,0.01086439819735891,-0.012319769305435716,0.071141205101322,0.013893728703809482,0.004599366906692277,0.0480666921762169,-0.03776441588902025,0.015162044970251727,0.038548180473882684,0.038193238795808264
1995-04-30,0.009755618888853946,0.008635072512783393,0.013967313853649636,0.09140215828765463,-0.02622879870193009,-0.008487907607865263,0.015572858430487533,0.0628826965548915,0.012602715605325061,0.03049630672084427,0.03775988093603912,0.020365810155119297,0.016723299215076846,-0.013471089866030597,-0.12893030029804847,0.01017788330992957,0.0034481699206368377,0.029663250041438754,-0.012778794515071856,0.012170724872935992,0.024306123624554532,0.024322824123208093
